CONTAINER_NUMBER,VESSEL_NAME,FREIGHT_FORWARDER,PLACE_OF_DISPATCH,PORT_OF_LOADING,PORT_OF_DISCHARGE,POST_PORT_OF_DISCHARGE,PLACE_OF_DISPATCH_DATE,PORT_OF_LOADING_DATE,PORT_OF_DISCHARGE_DATE,POST_PORT_OF_DISCHARGE_DATE,PREDICTED_DELIVERED_DATE,LAST_TRACKED_WITH_VESSEL,DELIVERED_FLAG,DELIVERED_DATE
SEGU6321394,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",31/12/21,5/1/22,22/2/22,26/2/22,2/3/22,16/2/22,,
DFSU6932335,COSCO SPAIN,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",15/11/21,19/11/21,2/1/22,9/1/22,10/1/22,10/1/22,Yes,11/1/22
CAIU7465193,MSC IVANA,YIHUIDA,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Oakland, California, United States","Dallas, Texas, United States",6/11/21,15/11/21,18/2/22,23/2/22,27/2/22,16/2/22,,
TCNU9713538,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,5/1/22,22/2/22,26/2/22,2/3/22,16/2/22,,
OOLU8692290,OOCL LONDON,axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",14/11/21,29/11/21,26/12/21,2/1/22,6/1/22,5/1/22,Yes,11/1/22
CSNU7901675,COSCO SPAIN,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",23/11/21,27/11/21,27/12/21,2/1/22,7/1/22,3/1/22,Yes,11/1/22
TLLU4428879,GOTTFRIED SCHULTE,AXIOM,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",29/12/21,30/12/21,17/2/22,18/2/22,6/3/22,19/2/22,,
CMAU6926837,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,6/1/22,22/2/22,26/2/22,2/3/22,16/2/22,,
TCNU5567590,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,5/1/22,22/2/22,26/2/22,2/3/22,16/2/22,,
RXTU4259867,CMA CGM MEDEA,Yihuida,,"Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",15/11/21,15/11/21,11/12/21,2/1/22,4/1/22,5/1/22,,
MEDU5257885,X PRESS MAHAWELI,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",9/10/21,14/10/21,29/1/22,20/2/22,24/2/22,16/2/22,,
OOCU7926041,OOCL TAIPEI,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",23/1/22,20/2/22,3/3/22,12/3/22,16/3/22,17/2/22,,
CMAU7778884,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,6/1/22,22/2/22,26/2/22,2/3/22,16/2/22,,
AXIU1494218,CMA CGM A.LINCOLN,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",24/1/22,28/1/22,12/3/22,,29/3/22,16/2/22,,
TCNU4457330,COSCO NETHERLANDS,arrtime,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",26/11/21,27/11/21,30/12/21,3/1/22,5/1/22,5/1/22,Yes,10/1/22
TLLU4562234,APL COLUMBUS,yihuida,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",1/12/21,3/12/21,19/1/22,12/2/22,15/2/22,11/2/22,,
CCLU7224684,SEAMAX STRATFORD,Yuesheng,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Houston, Texas, United States","Houston, Texas, United States",17/1/22,28/1/22,15/3/22,17/3/22,1/4/22,19/2/22,,
CMAU4908860,CMA CGM LEO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",26/12/21,30/12/21,7/2/22,15/2/22,17/2/22,16/2/22,Yes,
APHU6436488,EDISON,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",30/12/21,4/1/22,4/3/22,,21/3/22,16/2/22,,
TGBU4928127,COSCO VENICE,yuesheng,"Shekou, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",17/12/21,19/12/21,26/1/22,1/1/00,2/2/22,25/1/22,Yes,8/2/22
TCNU3656430,ONE MOTIVATOR,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",4/12/21,8/12/21,7/1/22,1/1/00,21/1/22,18/1/22,Yes,21/1/22
TGBU6210144,CMA CGM J.MADISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/11/21,15/11/21,8/1/22,13/1/22,14/1/22,14/1/22,Yes,17/1/22
TCNU6494821,MAERSK KOLKATA,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",4/1/22,8/1/22,22/2/22,24/2/22,11/3/22,19/2/22,,
CSNU8080954,COSCO SHIPPING DENALI,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",6/12/21,10/12/21,4/1/22,14/1/22,14/1/22,14/1/22,Yes,17/1/22
UETU5159975,OOCL TAIPEI,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/21,25/12/21,22/1/22,2/2/22,7/2/22,5/2/22,Yes,9/2/22
UETU5193202,,Axiom,,,,,,,,,24/1/22,,Yes,26/1/22
TCNU1776571,CMA CGM G.WASHINGTON,arrtime,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/1/22,6/1/22,4/3/22,7/3/22,21/3/22,18/2/22,,
BEAU5782050,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",1/1/22,5/1/22,30/1/22,5/2/22,8/2/22,7/2/22,Yes,11/2/22
MSMU5352130,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",20/1/22,25/1/22,13/3/22,,30/3/22,19/2/22,,
GLDU7182422,CONTI CONQUEST,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States",,24/1/22,28/2/22,23/3/22,,9/4/22,19/2/22,,
MEDU9397838,KOTA BAHAGIA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",27/10/21,31/10/21,1/2/22,11/2/22,14/2/22,12/2/22,Yes,15/2/22
TRHU6986070,LOG-IN DISCOVERY,Yuesheng,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Houston, Texas, United States","Houston, Texas, United States",21/1/22,21/1/22,28/2/22,28/2/22,17/3/22,19/2/22,,
TEMU6357562,OOCL SOUTHAMPTON,yihuida,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",27/12/21,8/2/22,24/2/22,5/3/22,9/3/22,16/2/22,,
FFAU2305510,COSCO SHIPPING DENALI,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/21,17/12/21,4/1/22,14/1/22,17/1/22,14/1/22,Yes,19/1/22
CSNU7507379,COSCO SHIPPING ROSE,Yuesheng,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/1/22,12/1/22,8/2/22,22/2/22,26/2/22,18/2/22,,
DFSU7393243,COSCO SHIPPING AZALEA,yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/1/22,10/1/22,12/2/22,22/2/22,26/2/22,18/2/22,,
KOCU4018730,ONE MAGNIFICENCE,axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",7/1/22,7/1/22,19/2/22,20/2/22,8/3/22,18/2/22,,
TCNU5683857,APL SENTOSA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",11/1/22,17/1/22,4/3/22,,21/3/22,18/2/22,,
FCIU9974290,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",1/1/22,5/1/22,30/1/22,12/2/22,14/2/22,11/2/22,Yes,18/2/22
OOLU4381725,COSCO PORTUGAL,axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/1/22,13/1/22,30/1/22,9/2/22,8/2/22,7/2/22,,
OOCU8211119,COSCO SHIPPING DENALI,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/21,17/12/21,9/1/22,14/1/22,17/1/22,15/1/22,Yes,19/1/22
OOLU6778202,VANCOUVER,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",14/12/21,17/12/21,16/1/22,23/1/22,25/1/22,22/1/22,Yes,27/1/22
TGBU7767406,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/21,20/12/21,19/1/22,27/1/22,28/1/22,26/1/22,Yes,2/2/22
EMCU8768754,ONE MARVEL,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",4/2/22,4/2/22,7/3/22,,24/3/22,18/2/22,,
OOLU4308616,COSCO PORTUGAL,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/1/22,13/1/22,31/1/22,23/2/22,27/2/22,18/2/22,,
CXWU5001500,PRESIDENT EISENHOWER,Arttime,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",24/12/21,24/12/21,10/1/22,18/1/22,20/1/22,19/1/22,Yes,21/1/22
CAAU5726443,CMA CGM FIGARO,Yuesheng,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Houston, Texas, United States","Houston, Texas, United States",,,19/3/22,19/3/22,,19/2/22,,
HHXU3142130,CMA CGM CENTAURUS,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",11/1/22,12/1/22,28/2/22,,17/3/22,19/2/22,,
TRHU2002845,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",20/1/22,25/1/22,12/3/22,,29/3/22,19/2/22,,
TRHU4449853,COSCO ITALY,YIHUIDA,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/12/21,16/12/21,9/1/22,17/1/22,17/1/22,17/1/22,,
CSNU6625443,COSCO NETHERLANDS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",22/11/21,28/11/21,31/12/21,6/1/22,10/1/22,5/1/22,Yes,11/1/22
CCLU7811491,XIN ZHENG ZHOU,Yuesheng,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",27/12/21,29/12/21,25/2/22,5/3/22,9/3/22,19/2/22,,
BEAU6014101,CSCL YELLOW SEA,Art Time,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",9/1/22,13/1/22,16/2/22,7/3/22,11/3/22,18/2/22,,
CAIU9859555,X PRESS MAHAWELI,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",9/10/21,14/10/21,24/1/22,1/2/22,2/2/22,31/1/22,,
HLBU1838836,YM UBIQUITY,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",14/11/21,25/11/21,11/1/22,14/1/22,14/1/22,14/1/22,Yes,18/1/22
HCOU5275374,CMA CGM G.WASHINGTON,yihuida,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/1/22,6/1/22,4/3/22,7/3/22,21/3/22,18/2/22,,
TRHU6504760,CMA CGM J.MADISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/11/21,12/11/21,7/1/22,14/1/22,17/1/22,14/1/22,Yes,20/1/22
TCNU5264064,ONE BLUE JAY,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",22/1/22,1/2/22,11/3/22,14/3/22,28/3/22,18/2/22,,
TGBU5072380,CMA CGM CASSIOPEIA,yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States",,20/1/22,22/1/22,12/3/22,,29/3/22,16/2/22,,
MSDU8350751,MSC TRIESTE,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/1/22,20/1/22,11/4/22,,28/4/22,18/2/22,,
CSNU8067680,COSCO MALAYSIA,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",28/11/21,1/1/22,1/2/22,12/2/22,14/2/22,9/2/22,Yes,16/2/22
DFSU7518422,COSCO SHIPPING AZALEA,yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",9/1/22,9/1/22,11/2/22,22/2/22,26/2/22,18/2/22,,
TCLU5347428,APL SENTOSA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/1/22,16/1/22,4/3/22,,21/3/22,18/2/22,,
BMOU4849153,COSCO EUROPE,Yuesheng,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",6/1/22,20/2/22,16/3/22,24/3/22,28/3/22,18/2/22,,
BMOU4058189,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",7/1/22,11/1/22,15/4/22,,2/5/22,19/2/22,,
CSNU6207063,COSCO ENGLAND,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",6/12/21,16/12/21,18/1/22,23/1/22,25/1/22,21/1/22,Yes,26/1/22
NWRU6010274,PRESIDENT TRUMAN,yihuida,"Shanghai Hongqiao International, Shanghai Shi, China","Shanghai Hongqiao International, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",23/1/22,29/1/22,15/3/22,12/3/22,1/4/22,19/2/22,,
OOCU8727569,COSCO EUROPE,Yuesheng,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",6/1/22,20/2/22,23/3/22,31/3/22,4/4/22,16/2/22,,
APHU7366997,CMA CGM MARCO POLO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/11/21,1/12/21,18/1/22,24/1/22,26/1/22,22/1/22,Yes,28/1/22
YMMU6341995,CSCL SOUTH CHINA SEA,YUESHNEG,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/1/22,24/1/22,14/2/22,23/2/22,27/2/22,16/2/22,,
MEDU3186925,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",7/1/22,11/1/22,,,,16/2/22,,
CSNU7146419,COSCO SHIPPING ROSE,yuesheng,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/1/22,12/1/22,9/2/22,22/2/22,26/2/22,16/2/22,,
CSNU6151160,COSCO ITALY,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",2/2/22,10/2/22,6/3/22,16/3/22,20/3/22,16/2/22,,
GCXU5479305,OOCL LONDON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",3/1/22,18/1/22,6/2/22,20/2/22,24/2/22,16/2/22,,
FSCU9351094,COSCO NETHERLANDS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",24/1/22,30/1/22,21/2/22,27/3/22,31/3/22,16/2/22,,
ZCSU8586372,MAERSK SUPERIOR,Art Time,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",2/12/21,6/12/21,13/1/22,1/1/00,27/1/22,26/1/22,Yes,28/1/22
APHU6712333,CMA CGM G.WASHINGTON,arrtime,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,4/1/22,4/3/22,7/3/22,21/3/22,16/2/22,,
FANU1848712,YM WISDOM,Yihuida,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",29/10/21,30/10/21,10/1/22,14/1/22,17/1/22,14/1/22,Yes,20/1/22
MSMU7386714,MSC TRIESTE,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/1/22,20/1/22,11/4/22,,28/4/22,18/2/22,,
CCLU7613428,CSCL YELLOW SEA,yuesheng,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States",,9/1/22,13/1/22,2/3/22,,19/3/22,18/2/22,,
OOCU5024747,COSCO ENGLAND,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/12/21,16/12/21,17/1/22,27/1/22,28/1/22,24/1/22,Yes,31/1/22
DFSU6033237,APL SENTOSA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",11/1/22,17/1/22,4/3/22,,21/3/22,18/2/22,,
YMLU8978799,CSCL SOUTH CHINA SEA,YUE SHENG,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",17/1/22,24/1/22,16/2/22,23/2/22,27/2/22,18/2/22,,
CMAU7561707,APL SENTOSA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/1/22,15/1/22,4/3/22,,21/3/22,18/2/22,,
APHU7340673,APL SENTOSA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",14/1/22,16/1/22,4/3/22,,21/3/22,18/2/22,,
TRHU5837642,COSCO SHIPPING AZALEA,axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",7/1/22,17/1/22,11/2/22,19/2/22,23/2/22,18/2/22,,
TCKU6358836,CMA CGM PANAMA,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",26/1/22,5/2/22,16/3/22,,2/4/22,18/2/22,,
CAAU5094336,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",7/1/22,11/1/22,15/4/22,,2/5/22,19/2/22,,
MEDU1157677,PEARL RIVER BRIDGE,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",7/1/22,11/1/22,15/4/22,,2/5/22,19/2/22,,
CMAU9209070,CMA CGM CASSIOPEIA,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",18/1/22,20/1/22,12/3/22,,29/3/22,18/2/22,,
BMOU6828801,HMM PROMISE,YUE SHENG,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",3/1/22,15/1/22,,10/3/22,14/3/22,18/2/22,,
YMLU8588661,ONE MAXIM,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/12/21,16/12/21,17/1/22,1/1/00,31/1/22,24/1/22,Yes,31/1/22
OOLU6914546,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",1/1/22,5/1/22,31/1/22,23/2/22,27/2/22,19/2/22,,
